Efx,vegHeight,1850,2014
fx,areacella,1850,2014
Emon,cLand,1850,2014
Eyr,baresoilFrac,1850,2014
fx,orog,1850,2014
fx,sftgif,1850,2014
Eyr,cropFrac,1850,2014
Emon,cSoil,1850,2014
fx,sftlf,1850,2014
Eyr,fracLut,1850,2014
fx,zfull,1850,2014
Eyr,grassFrac,1850,2014
LImon,sftgif,1850,2014
Eyr,shrubFrac,1850,2014
Eyr,treeFrac,1850,2014
LImon,snm,1850,2014
Eyr,vegFrac,1850,2014
Emon,cWood,1850,2014
LImon,snw,1850,2014
Lmon,baresoilFrac,1850,2014
day,clt,1950,1999
Amon,cl,1850,1869
Lmon,c3PftFrac,1850,2014
Lmon,c4PftFrac,1850,2014
E3hr,gpp,1950,1959
3hr,clt,1950,1959
Lmon,cCwd,1850,2014
Eday,lai,1950,1999
Lmon,cLeaf,1850,2014
Eday,lai,2000,2014
Emon,co23D,1850,1869
Lmon,cLitter,1850,2014
Lmon,cProduct,1850,2014
Eday,mrsfl,1850,1854
Lmon,cRoot,1850,2014
Eday,mrsfl,1855,1859
Lmon,cSoilFast,1850,2014
Amon,cl,1870,1889
E3hr,gpp,1960,1969
Lmon,cSoilMedium,1850,2014
Ofx,areacello,1850,2014
Eday,mrsfl,1860,1864
Ofx,basin,1850,2014
Emon,co23D,1870,1889
Lmon,cSoilSlow,1850,2014
Ofx,deptho,1850,2014
Eday,mrsfl,1865,1869
Ofx,masscello,1850,2014
Ofx,sftof,1850,2014
Ofx,thkcello,1850,2014
Lmon,cVeg,1850,2014
Ofx,volcello,1850,2014
Eday,mrsfl,1870,1874
Lmon,cropFrac,1850,2014
E3hr,gpp,1970,1979
day,clt,2000,2014
Lmon,evspsblsoi,1850,2014
Eday,mrsfl,1875,1879
3hr,clt,1960,1969
Lmon,gpp,1850,2014
Lmon,grassFrac,1850,2014
Eday,mrsfl,1880,1884
Lmon,lai,1850,2014
Eday,mrsfl,1885,1889
Eday,mrsfl,1890,1894
Lmon,landCoverFrac,1850,2014
Lmon,mrfso,1850,2014
Emon,co23D,1890,1909
Eday,mrsfl,1895,1899
Eday,mrsfl,1900,1904
Lmon,mrro,1850,2014
Amon,cl,1890,1909
Oday,omldamax,1850,1859
E3hr,gpp,1980,1989
Lmon,mrros,1850,2014
Oday,omldamax,1860,1869
Lmon,mrso,1850,2014
Eday,mrsfl,1905,1909
Lmon,mrsos,1850,2014
day,hfls,1950,1999
E3hr,gpp,1990,1999
Amon,cl,1910,1929
Emon,co23D,1910,1929
Lmon,nbp,1850,2014
Eday,mrsfl,1910,1914
E3hr,gpp,2000,2009
Lmon,npp,1850,2014
Eday,mrsfl,1915,1919
Lmon,ra,1850,2014
Lmon,residualFrac,1850,2014
Amon,cl,1930,1949
Eday,mrsfl,1920,1924
Lmon,rh,1850,2014
Omon,agessc,1850,1859
Lmon,shrubFrac,1850,2014
Eday,mrsfl,1925,1929
Lmon,treeFrac,1850,2014
Emon,co23D,1930,1949
Eday,mrsfl,1930,1934
Eday,mrsfl,1935,1939
day,hfls,2000,2014
E3hr,gpp,2010,2014
3hr,clt,1970,1979
Eday,mrsfl,1940,1944
Lmon,tsl,1850,1949
Omon,agessc,1860,1869
Eday,mrsfl,1945,1949
Amon,cl,1950,1969
Lmon,tsl,1950,2014
Eday,mrsfl,1950,1954
Eday,mrsfl,1955,1959
Oday,omldamax,1870,1879
Eday,mrsfl,1960,1964
Emon,co23D,1950,1969
Eday,mrsfl,1965,1969
Eday,mrsfl,1970,1974
3hr,clt,1980,1989
Amon,cl,1970,1989
Eday,mrsfl,1975,1979
Eday,mrsfl,1980,1984
day,hfss,1950,1999
Eday,mrsfl,1985,1989
Emon,co23D,1970,1989
Amon,cl,1990,2009
Omon,agessc,1870,1879
Eday,mrsfl,1990,1994
Eday,mrsfl,1995,1999
Amon,cl,2010,2014
Eday,mrsfl,2000,2004
Eday,mrsfl,2005,2009
Amon,cli,1850,1869
Emon,co23D,1990,2009
3hr,clt,1990,1999
Eday,mrsfl,2010,2014
day,hfss,2000,2014
Emon,co23D,2010,2014
Oday,omldamax,1880,1889
Eday,mrsll,1850,1854
Emon,cropFracC3,1850,2014
Emon,fBNF,1850,2014
Emon,fDeforestToProduct,1850,2014
Amon,cli,1870,1889
Emon,fNdep,1850,2014
Emon,fNgas,1850,2014
Eday,mrsll,1855,1859
3hr,clt,2000,2009
Emon,fNleach,1850,2014
Emon,fNloss,1850,2014
Emon,fNnetmin,1850,2014
Oday,omldamax,1890,1899
Emon,fNup,1850,2014
Emon,fProductDecomp,1850,2014
Omon,agessc,1880,1889
Eday,mrsll,1860,1864
Emon,fracLut,1850,2014
Emon,grassFracC3,1850,2014
Emon,grassFracC4,1850,2014
Oday,omldamax,1900,1909
day,hur,1950,1954
Amon,cli,1890,1909
Eday,mrsll,1865,1869
Emon,intuaw,1850,2014
Eday,mrsll,1870,1874
3hr,clt,2010,2014
Emon,intvaw,1850,2014
Oday,omldamax,1910,1919
Emon,mrlso,1850,2014
Eday,mrsll,1875,1879
Emon,mrsfl,1850,1949
Eday,mrsll,1880,1884
Emon,mrsfl,1950,2014
Amon,cli,1910,1929
Emon,mrsll,1850,1949
Omon,agessc,1890,1899
Eday,mrsll,1885,1889
Emon,mrsll,1950,2014
day,hur,1955,1959
Oday,omldamax,1920,1929
Eday,mrsll,1890,1894
Emon,mrsol,1850,1949
Omon,agessc,1900,1909
Amon,cli,1930,1949
Emon,mrsol,1950,2014
Oday,omldamax,1930,1939
Emon,nLand,1850,2014
Eday,mrsll,1895,1899
Emon,nLitter,1850,2014
Emon,nMineral,1850,2014
Oday,omldamax,1940,1949
Emon,nProduct,1850,2014
Eday,mrsll,1900,1904
Emon,nSoil,1850,2014
day,hur,1960,1964
Amon,cli,1950,1969
Emon,nVeg,1850,2014
Omon,agessc,1910,1919
Emon,nep,1850,2014
Emon,nwdFracLut,1850,2014
Eday,mrsll,1905,1909
Emon,orog,1850,2014
Oday,omldamax,1950,1959
Emon,rls,1850,2014
Eday,mrsll,1910,1914
Amon,cli,1970,1989
Emon,rss,1850,2014
Emon,treeFracBdlDcd,1850,2014
Emon,treeFracBdlEvg,1850,2014
Oday,omldamax,1960,1969
Emon,treeFracNdlDcd,1850,2014
Amon,cli,1990,2009
Eday,mrsll,1915,1919
Emon,treeFracNdlEvg,1850,2014
Amon,cli,2010,2014
3hr,hfls,1950,1959
Emon,vegFrac,1850,2014
Eday,mrsll,1920,1924
Amon,clivi,1850,2014
Emon,vegHeight,1850,2014
Emon,wetlandFrac,1850,2014
Oday,omldamax,1970,1979
Amon,clt,1850,2014
day,hur,1965,1969
Eday,mrsll,1925,1929
Omon,agessc,1920,1929
Oday,omldamax,1980,1989
3hr,hfls,1960,1969
Amon,clw,1850,1869
Eday,mrsll,1930,1934
Amon,clw,1870,1889
Eday,mrsll,1935,1939
day,hur,1970,1974
Oday,omldamax,1990,1999
Omon,agessc,1930,1939
Amon,clw,1890,1909
day,hur,1975,1979
Eday,mrsll,1940,1944
Oday,omldamax,2000,2009
Amon,clw,1910,1929
Eday,mrsll,1945,1949
day,hur,1980,1984
Oday,omldamax,2010,2014
Amon,clw,1930,1949
Oyr,arag,1850,1949
Amon,clw,1950,1969
Eday,mrsll,1950,1954
Oyr,arag,1950,2014
Omon,agessc,1940,1949
Oday,tos,1850,1859
Eday,mrsll,1955,1959
day,hur,1985,1989
Amon,clw,1970,1989
Omon,agessc,1950,1959
Eday,mrsll,1960,1964
Amon,clw,1990,2009
Amon,clw,2010,2014
Oday,tos,1860,1869
Eday,mrsll,1965,1969
day,hur,1990,1994
Oyr,chl,1850,1949
Eday,mrsll,1970,1974
Oday,tos,1870,1879
Amon,co2,1850,1949
Eday,mrsll,1975,1979
Oday,tos,1880,1889
Eday,mrsll,1980,1984
Omon,agessc,1960,1969
3hr,hfls,1970,1979
Amon,co2,1950,2014
Oyr,chl,1950,2014
day,hur,1995,1999
Eday,mrsll,1985,1989
Amon,evspsbl,1850,2014
Amon,hfls,1850,2014
Eday,mrsll,1990,1994
Omon,agessc,1970,1979
Amon,hfss,1850,2014
Oyr,detoc,1850,1949
Oday,tos,1890,1899
Eday,mrsll,1995,1999
Eday,mrsll,2000,2004
day,hur,2000,2004
Eday,mrsll,2005,2009
Oyr,detoc,1950,2014
Omon,agessc,1980,1989
Eday,mrsll,2010,2014
Oyr,dfe,1850,1949
Eday,mrsol,1850,1854
Oday,tos,1900,1909
Oyr,dfe,1950,2014
Eday,mrsol,1855,1859
Amon,hur,1850,1949
day,hur,2005,2009
3hr,hfls,1980,1989
Eday,mrsol,1860,1864
Oyr,dissic,1850,1949
Amon,hur,1950,2014
Amon,hurs,1850,2014
Omon,agessc,1990,1999
Eday,mrsol,1865,1869
Oyr,dissic,1950,2014
