Emon	1	Vertically Integrated Eastward Moisture Transport	kg m-1 s-1	Vertically integrated Eastward moisture transport (Mass weighted vertical integral of the product of eastward wind by total water mass per unit mass)		intuaw	eastward_atmosphere_water_transport_across_unit_distance	area: time: mean		real	longitude latitude time	intuaw	atmos	mon	area: areacella	PMIP [PMIP-Amon-02]		22	6f690484-9acb-11e6-b7ee-ac72891c3257	590de58a-9e49-11e5-803c-0d0b866b59f3	f7dcac96-562c-11e6-a2a4-ac72891c3257	Temporal mean, Global field (single level) [XY-na] [am-tm]					PMIP	PMIP
Emon	1	Vertically Integrated Northward Moisture Transport	kg m-1 s-1	Vertically integrated Northward moisture transport (Mass_weighted_vertical integral of the product of northward wind by total water mass per unit mass)		intvaw	northward_atmosphere_water_transport_across_unit_distance	area: time: mean		real	longitude latitude time	intvaw	atmos	mon	area: areacella	PMIP [PMIP-Amon-02]		23	6f690b5a-9acb-11e6-b7ee-ac72891c3257	591444ca-9e49-11e5-803c-0d0b866b59f3	f7dcac96-562c-11e6-a2a4-ac72891c3257	Temporal mean, Global field (single level) [XY-na] [am-tm]					PMIP	PMIP
