Emon	1	Net Longwave Surface Radiation	W m-2	Net longwave surface radiation		rls	surface_net_downward_longwave_flux	area: time: mean	down	real	longitude latitude time	rls	atmos	mon	area: areacella	PMIP [PMIP-Amon-02]		19	8b922368-4a5b-11e6-9cd2-ac72891c3257	3e7348adedb540627808da06a211c81c	f7dcac96-562c-11e6-a2a4-ac72891c3257	Temporal mean, Global field (single level) [XY-na] [am-tm]					DCPP,PAMIP,PMIP	DCPP,PAMIP,PMIP
Emon	1	Net Shortwave Surface Radiation	W m-2	Net downward shortwave radiation at the surface		rss	surface_net_downward_shortwave_flux	area: time: mean	down	real	longitude latitude time	rss	atmos	mon	area: areacella	PMIP [PMIP-Amon-02]		20	6f68f91c-9acb-11e6-b7ee-ac72891c3257	cdd8f95be110061697bc323f6bcaba2d	f7dcac96-562c-11e6-a2a4-ac72891c3257	Temporal mean, Global field (single level) [XY-na] [am-tm]					DCPP,PAMIP,PMIP	DCPP,PAMIP,PMIP
