pr,Amon
psl,Amon
rlut,Amon
rsdscs,Amon
rsdt,Amon
rsuscs,Amon
rsut,Amon
sfcWind,Amon
tas,Amon
uas,Amon
vas,Amon
wap,Amon
#tas,day
#tasmax,day
#tasmin,day
#ta,Amon
#ua,Amon
#va,Amon
