ta,6hrLev
ua,6hrLev
va,6hrLev
hus,6hrLev
pfull,6hrLev
zfull,fx
cl,Amon
cli,Amon
clw,Amon
pfull,Amon
phalf,Amon
co2,Amon
co23D,Emon
mmroa,AERmon
mmrdust,AERmon
mmrss,AERmon
mmrso4,AERmon
mmraerh2o,AERmon
mmrbc,AERmon
pfull,AERmon
phalf,AERmon
