#local_exp_id,local_exp_dir,json_file_path,data_request,reference_date,start_year,end_year,ACCESS_version,cmip_exp_id
#
## CM2
#
# CMIP
AM-08,/g/data/p66/cm2704/archive/AM-08/history,input_files/json/AM-08.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_amip_1_2.csv,1979,1979,1979,ESM,amip-r8
AM-09,/g/data/p66/cm2704/archive/AM-09/history,input_files/json/AM-09.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_amip_1_2.csv,1979,1979,1979,ESM,amip-r9
AM-10,/g/data/p66/cm2704/archive/AM-10/history,input_files/json/AM-10.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_amip_1_2.csv,1979,1979,1979,ESM,amip-r10
HI-05,/g/data/p66/cm2704/archive/HI-05/history,input_files/json/HI-05.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,1850,ESM,historical-r1
HI-06,/g/data/p66/cm2704/archive/HI-06/history,input_files/json/HI-06.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r2
HI-07,/g/data/p66/cm2704/archive/HI-07/history,input_files/json/HI-07.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r3
HI-08,/g/data/p66/cm2704/archive/HI-08/history,input_files/json/HI-08.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r4
HI-09,/g/data/p66/cm2704/archive/HI-09/history,input_files/json/HI-09.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r5
HI-10,/g/data/p66/cm2704/archive/HI-10/history,input_files/json/HI-10.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r6
HI-11,/g/data/p66/cm2704/archive/HI-11/history,input_files/json/HI-11.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r7
HI-12,/g/data/p66/cm2704/archive/HI-12/history,input_files/json/HI-12.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r8
HI-13,/g/data/p66/cm2704/archive/HI-13/history,input_files/json/HI-13.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r9
HI-14,/g/data/p66/cm2704/archive/HI-14/history,input_files/json/HI-14.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r10
HI-15,/g/data/p66/cm2704/archive/HI-15/history,input_files/json/HI-15.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r11
HI-16,/g/data/p66/cm2704/archive/HI-16/history,input_files/json/HI-16.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r12
HI-17,/g/data/p66/cm2704/archive/HI-17/history,input_files/json/HI-17.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r13
HI-18,/g/data/p66/cm2704/archive/HI-18/history,input_files/json/HI-18.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r14
HI-19,/g/data/p66/cm2704/archive/HI-19/history,input_files/json/HI-19.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r15
HI-20,/g/data/p66/cm2704/archive/HI-20/history,input_files/json/HI-20.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r16
HI-21,/g/data/p66/cm2704/archive/HI-21/history,input_files/json/HI-21.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r17
HI-22,/g/data/p66/cm2704/archive/HI-22/history,input_files/json/HI-22.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r18
HI-23,/g/data/p66/cm2704/archive/HI-23/history,input_files/json/HI-23.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r19
HI-24,/g/data/p66/cm2704/archive/HI-24/history,input_files/json/HI-24.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r20
HI-25,/g/data/p66/cm2704/archive/HI-25/history,input_files/json/HI-25.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r21
HI-26,/g/data/p66/cm2704/archive/HI-26/history,input_files/json/HI-26.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r22
HI-27,/g/data/p66/cm2704/archive/HI-27/history,input_files/json/HI-27.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r23
HI-28,/g/data/p66/cm2704/archive/HI-28/history,input_files/json/HI-28.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r24
HI-29,/g/data/p66/cm2704/archive/HI-29/history,input_files/json/HI-29.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r25
HI-30,/g/data/p66/cm2704/archive/HI-30/history,input_files/json/HI-30.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r26
HI-31,/g/data/p66/cm2704/archive/HI-31/history,input_files/json/HI-31.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r27
HI-32,/g/data/p66/cm2704/archive/HI-32/history,input_files/json/HI-32.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r28
HI-33,/g/data/p66/cm2704/archive/HI-33/history,input_files/json/HI-33.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r29
HI-34,/g/data/p66/cm2704/archive/HI-34/history,input_files/json/HI-34.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_historical_1_2.csv,1850,1850,2014,ESM,historical-r30
HI-EDC-03,/g/data/p66/cm2704/archive/HI-EDC-03/history,input_files/json/HI-EDC-03.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r1
HI-EDC-04,/g/data/p66/cm2704/archive/HI-EDC-04/history,input_files/json/HI-EDC-04.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r2
HI-EDC-06,/g/data/p66/cm2704/archive/HI-EDC-06/history,input_files/json/HI-EDC-06.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r3
HI-EDC-07,/g/data/p66/cm2704/archive/HI-EDC-07/history,input_files/json/HI-EDC-07.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r4
HI-EDC-08,/g/data/p66/cm2704/archive/HI-EDC-08/history,input_files/json/HI-EDC-08.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r5
HI-EDC-09,/g/data/p66/cm2704/archive/HI-EDC-09/history,input_files/json/HI-EDC-09.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r6
HI-EDC-10,/g/data/p66/cm2704/archive/HI-EDC-10/history,input_files/json/HI-EDC-10.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r7
HI-EDC-11,/g/data/p66/cm2704/archive/HI-EDC-11/history,input_files/json/HI-EDC-11.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r8
HI-EDC-12,/g/data/p66/cm2704/archive/HI-EDC-12/history,input_files/json/HI-EDC-12.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r9
HI-EDC-13,/g/data/p66/cm2704/archive/HI-EDC-13/history,input_files/json/HI-EDC-13.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_esm-hist_1_2.csv,1850,1850,2014,ESM,esm-hist-r10
# ScenarioMIP
SSP-126-05,/g/data/p66/cm2704/archive/SSP-126-05/history,input_files/json/SSP-126-05.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r1
SSP-126-06,/g/data/p66/cm2704/archive/SSP-126-06/history,input_files/json/SSP-126-06.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r2
SSP-126-07,/g/data/p66/cm2704/archive/SSP-126-07/history,input_files/json/SSP-126-07.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r3
SSP-126-08,/g/data/p66/cm2704/archive/SSP-126-08/history,input_files/json/SSP-126-08.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r4
SSP-126-09,/g/data/p66/cm2704/archive/SSP-126-09/history,input_files/json/SSP-126-09.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r5
SSP-126-10,/g/data/p66/cm2704/archive/SSP-126-10/history,input_files/json/SSP-126-10.json,input_files/dreq/esm/cmvme_c4.cd.cm.rf.sc_ssp126_1_2.csv,1850,2015,2100,ESM,ssp126-r6
