areacella,fx
sftgif,fx
sftlf,fx
tas,Amon
pr,Amon
va,Amon
rlut,Amon
tasmax,day
tasmin,day
3hr,vas
6hrLev,ta
mrro,Lmon
npp,Lmon
snw,LImon
sbl,LImon
areacello,Ofx
basin,Ofx
tos,Omon
hfsifrazil2d,Omon
masso,Omon
talk,Omon
o2,Omon
siconc,SImon
sithick,SImon
siarean,SImon
siareas,SImon
