tas,Amon
pr,Amon
uas,Amon
vas,Amon
huss,Amon
rsut,Amon
rsdt,Amon
rsus,Amon
rsds,Amon
rlus,Amon
rlds,Amon
rlut,Amon
rlutcs,Amon
rsutcs,Amon
clt,Amon
cl,Amon
od550aer,AERmon
ps,Amon
ua,Amon
va,Amon
zg,Amon
cVeg,Lmon
cLitter,Lmon
cSoil,Emon
gpp,Lmon
nbp,Lmon
npp,Lmon
fgco2,Omon
tas,day
pr,day
tasmax,day
tasmin,day
